Var2,condname,subjectname,metabolics_stance_avg
metabolics_combined_perbrev_r_TOTAL,welknatural,welk003,0.0125778995712027
metabolics_combined_perbrev_r_TOTAL,welknatural,welk005,0.0742842243151128
metabolics_combined_perbrev_r_TOTAL,welknatural,welk008,0.037572395529544174
metabolics_combined_perbrev_r_TOTAL,welknatural,welk009,0.0220459983497137
metabolics_combined_perbrev_r_TOTAL,welknatural,welk010,0.06423794001429325
metabolics_combined_perbrev_r_TOTAL,welknatural,welk013,0.0770663949824386
metabolics_combined_perlong_r_TOTAL,welkexo,welk002,0.030018262900046853
metabolics_combined_perlong_r_TOTAL,welkexo,welk003,0.047790306538037876
metabolics_combined_perlong_r_TOTAL,welkexo,welk005,0.1727828945481255
metabolics_combined_perlong_r_TOTAL,welkexo,welk008,0.22993117709220223
metabolics_combined_perlong_r_TOTAL,welkexo,welk009,0.16184628301918247
metabolics_combined_perlong_r_TOTAL,welkexo,welk010,0.20264078521759923
metabolics_combined_perlong_r_TOTAL,welkexo,welk013,0.1559239612011905
metabolics_combined_perlong_r_TOTAL,welknatural,welk002,0.0288536212136896
metabolics_combined_perlong_r_TOTAL,welknatural,welk003,0.044030116953969974
metabolics_combined_perlong_r_TOTAL,welknatural,welk005,0.21739816243743498
metabolics_combined_perlong_r_TOTAL,welknatural,welk008,0.15226065744610576
metabolics_combined_perlong_r_TOTAL,welknatural,welk009,0.107949918017319
metabolics_combined_perlong_r_TOTAL,welknatural,welk010,0.19393894036187675
metabolics_combined_perlong_r_TOTAL,welknatural,welk013,0.27707854623212974
metabolics_combined_piri_r_TOTAL,welkexo,welk002,0.021382918594834776
metabolics_combined_piri_r_TOTAL,welkexo,welk003,0.0270232323049204
metabolics_combined_piri_r_TOTAL,welkexo,welk005,0.04686333234749085
metabolics_combined_piri_r_TOTAL,welkexo,welk008,0.04556204664243395
metabolics_combined_piri_r_TOTAL,welkexo,welk009,0.0589597873191331
metabolics_combined_piri_r_TOTAL,welkexo,welk010,0.06214070769306052
metabolics_combined_piri_r_TOTAL,welkexo,welk013,0.0471839515844526
metabolics_combined_piri_r_TOTAL,welknatural,welk002,0.01730418577169645
metabolics_combined_piri_r_TOTAL,welknatural,welk003,0.01956629079994495
metabolics_combined_piri_r_TOTAL,welknatural,welk005,0.0372508411491237
metabolics_combined_piri_r_TOTAL,welknatural,welk008,0.025749198400200526
metabolics_combined_piri_r_TOTAL,welknatural,welk009,0.04709560373602097
metabolics_combined_piri_r_TOTAL,welknatural,welk010,0.07154586032192048
metabolics_combined_piri_r_TOTAL,welknatural,welk013,0.031449820900164405
metabolics_combined_psoas_r_TOTAL,welkexo,welk002,0.059430574421295575
metabolics_combined_psoas_r_TOTAL,welkexo,welk003,0.06126729005172435
metabolics_combined_psoas_r_TOTAL,welkexo,welk005,0.07989357900435257
metabolics_combined_psoas_r_TOTAL,welkexo,welk008,0.0607449333190451
metabolics_combined_psoas_r_TOTAL,welkexo,welk009,0.05643612556465415
metabolics_combined_psoas_r_TOTAL,welkexo,welk010,0.04662166834305038
metabolics_combined_psoas_r_TOTAL,welkexo,welk013,0.09578612334683931
metabolics_combined_psoas_r_TOTAL,welknatural,welk002,0.07706060617063618
metabolics_combined_psoas_r_TOTAL,welknatural,welk003,0.047942444397296724
metabolics_combined_psoas_r_TOTAL,welknatural,welk005,0.07537200545340783
metabolics_combined_psoas_r_TOTAL,welknatural,welk008,0.0579912660985362
metabolics_combined_psoas_r_TOTAL,welknatural,welk009,0.02174029710532565
metabolics_combined_psoas_r_TOTAL,welknatural,welk010,0.0341113239734927
metabolics_combined_psoas_r_TOTAL,welknatural,welk013,0.06687884671645977
metabolics_combined_recfem_r_TOTAL,welkexo,welk002,0.0742338833556495
metabolics_combined_recfem_r_TOTAL,welkexo,welk003,0.057747965574602024
metabolics_combined_recfem_r_TOTAL,welkexo,welk005,0.12255660580667135
metabolics_combined_recfem_r_TOTAL,welkexo,welk008,0.21889480219110274
metabolics_combined_recfem_r_TOTAL,welkexo,welk009,0.075089940138625
metabolics_combined_recfem_r_TOTAL,welkexo,welk010,0.21960903222807376
metabolics_combined_recfem_r_TOTAL,welkexo,welk013,0.19900718151930125
metabolics_combined_recfem_r_TOTAL,welknatural,welk002,0.0250653495013236
metabolics_combined_recfem_r_TOTAL,welknatural,welk003,0.17433024283290025
metabolics_combined_recfem_r_TOTAL,welknatural,welk005,0.1789346352618575
metabolics_combined_recfem_r_TOTAL,welknatural,welk008,0.16085916587158325
metabolics_combined_recfem_r_TOTAL,welknatural,welk009,0.15534779037613075
metabolics_combined_recfem_r_TOTAL,welknatural,welk010,0.3011238223232845
metabolics_combined_recfem_r_TOTAL,welknatural,welk013,0.34511485243281625
metabolics_combined_sart_r_TOTAL,welkexo,welk002,0.03587358384284545
metabolics_combined_sart_r_TOTAL,welkexo,welk003,0.033025723506813875
metabolics_combined_sart_r_TOTAL,welkexo,welk005,0.04867305314626748
metabolics_combined_sart_r_TOTAL,welkexo,welk008,0.040475574312355274
metabolics_combined_sart_r_TOTAL,welkexo,welk009,0.029219260466070724
metabolics_combined_sart_r_TOTAL,welkexo,welk010,0.037386524725937426
metabolics_combined_sart_r_TOTAL,welkexo,welk013,0.040706819111976274
metabolics_combined_sart_r_TOTAL,welknatural,welk002,0.030705308401683024
metabolics_combined_sart_r_TOTAL,welknatural,welk003,0.03349961545153535
metabolics_combined_sart_r_TOTAL,welknatural,welk005,0.0442779239069482
metabolics_combined_sart_r_TOTAL,welknatural,welk008,0.029211529172179024
metabolics_combined_sart_r_TOTAL,welknatural,welk009,0.025931417721023274
metabolics_combined_sart_r_TOTAL,welknatural,welk010,0.028733590478820174
metabolics_combined_sart_r_TOTAL,welknatural,welk013,0.0292036534355107
metabolics_combined_semimem_r_TOTAL,welkexo,welk002,0.4541290144541885
metabolics_combined_semimem_r_TOTAL,welkexo,welk003,0.7881423908836295
metabolics_combined_semimem_r_TOTAL,welkexo,welk005,0.15267058742637907
metabolics_combined_semimem_r_TOTAL,welkexo,welk008,0.37147417909935826
metabolics_combined_semimem_r_TOTAL,welkexo,welk009,0.23343247923253224
metabolics_combined_semimem_r_TOTAL,welkexo,welk010,0.28445640185763676
metabolics_combined_semimem_r_TOTAL,welkexo,welk013,0.208069421903363
metabolics_combined_semimem_r_TOTAL,welknatural,welk002,1.028320446969765
metabolics_combined_semimem_r_TOTAL,welknatural,welk003,0.6232237891445378
metabolics_combined_semimem_r_TOTAL,welknatural,welk005,0.2632841903041698
metabolics_combined_semimem_r_TOTAL,welknatural,welk008,0.3650153043152847
metabolics_combined_semimem_r_TOTAL,welknatural,welk009,0.3134558437040375
metabolics_combined_semimem_r_TOTAL,welknatural,welk010,0.3025659371800285
metabolics_combined_semimem_r_TOTAL,welknatural,welk013,0.23815708822301576
metabolics_combined_semiten_r_TOTAL,welkexo,welk002,0.0895642206872987
metabolics_combined_semiten_r_TOTAL,welkexo,welk003,0.10550163598272765
metabolics_combined_semiten_r_TOTAL,welkexo,welk005,0.05741688171017058
metabolics_combined_semiten_r_TOTAL,welkexo,welk008,0.09175987669884633
metabolics_combined_semiten_r_TOTAL,welkexo,welk009,0.07251070021851
metabolics_combined_semiten_r_TOTAL,welkexo,welk010,0.07846187211236336
metabolics_combined_semiten_r_TOTAL,welkexo,welk013,0.05383496292484573
metabolics_combined_semiten_r_TOTAL,welknatural,welk002,0.11873520718602175
metabolics_combined_semiten_r_TOTAL,welknatural,welk003,0.10180293200084688
metabolics_combined_semiten_r_TOTAL,welknatural,welk005,0.09925030666979402
metabolics_combined_semiten_r_TOTAL,welknatural,welk008,0.10657146969161868
metabolics_combined_semiten_r_TOTAL,welknatural,welk009,0.0704406232567702
metabolics_combined_semiten_r_TOTAL,welknatural,welk010,0.1199589023794828
metabolics_combined_semiten_r_TOTAL,welknatural,welk013,0.09000244610887125
metabolics_combined_soleus_r_TOTAL,welkexo,welk002,0.9637484072456247
metabolics_combined_soleus_r_TOTAL,welkexo,welk003,1.2087445257942575
metabolics_combined_soleus_r_TOTAL,welkexo,welk005,0.6254286673266507
metabolics_combined_soleus_r_TOTAL,welkexo,welk008,0.7223436276837982
metabolics_combined_soleus_r_TOTAL,welkexo,welk009,0.9958518228217408
metabolics_combined_soleus_r_TOTAL,welkexo,welk010,1.45652333757902
metabolics_combined_soleus_r_TOTAL,welkexo,welk013,0.7463161131760615
metabolics_combined_soleus_r_TOTAL,welknatural,welk002,1.224037276179245
metabolics_combined_soleus_r_TOTAL,welknatural,welk003,1.44376102670246
metabolics_combined_soleus_r_TOTAL,welknatural,welk005,0.8497341887668265
metabolics_combined_soleus_r_TOTAL,welknatural,welk008,0.795490899774514
metabolics_combined_soleus_r_TOTAL,welknatural,welk009,0.7941414193645228
metabolics_combined_soleus_r_TOTAL,welknatural,welk010,1.835520799009225
metabolics_combined_soleus_r_TOTAL,welknatural,welk013,0.8882768929779695
metabolics_combined_tfl_r_TOTAL,welkexo,welk002,0.024452683931247925
metabolics_combined_tfl_r_TOTAL,welkexo,welk003,0.017690615966524124
metabolics_combined_tfl_r_TOTAL,welkexo,welk005,0.015197014172420925
metabolics_combined_tfl_r_TOTAL,welkexo,welk008,0.037680150601777276
metabolics_combined_tfl_r_TOTAL,welkexo,welk009,0.0020426752792373753
metabolics_combined_tfl_r_TOTAL,welkexo,welk010,0.045159495313274824
metabolics_combined_tfl_r_TOTAL,welkexo,welk013,0.04429141106930597
metabolics_combined_tfl_r_TOTAL,welknatural,welk002,0.050589036155254896
metabolics_combined_tfl_r_TOTAL,welknatural,welk003,0.045813957995219624
metabolics_combined_tfl_r_TOTAL,welknatural,welk005,0.035022780793666275
metabolics_combined_tfl_r_TOTAL,welknatural,welk008,0.06410644728885125
metabolics_combined_tfl_r_TOTAL,welknatural,welk009,0.013091475436887075
metabolics_combined_tfl_r_TOTAL,welknatural,welk010,0.07019305139520535
metabolics_combined_tfl_r_TOTAL,welknatural,welk013,0.0774495151098821
metabolics_combined_tibant_r_TOTAL,welkexo,welk002,0.5962978074154702
metabolics_combined_tibant_r_TOTAL,welkexo,welk003,0.241628473184956
metabolics_combined_tibant_r_TOTAL,welkexo,welk005,0.18340680924373426
metabolics_combined_tibant_r_TOTAL,welkexo,welk008,0.3145311791725767
metabolics_combined_tibant_r_TOTAL,welkexo,welk009,0.186363787300413
metabolics_combined_tibant_r_TOTAL,welkexo,welk010,0.40228300529468775
metabolics_combined_tibant_r_TOTAL,welkexo,welk013,0.11740097836153962
metabolics_combined_tibant_r_TOTAL,welknatural,welk002,0.6292479580558368
metabolics_combined_tibant_r_TOTAL,welknatural,welk003,0.18452109484969498
metabolics_combined_tibant_r_TOTAL,welknatural,welk005,0.33789556722964675
metabolics_combined_tibant_r_TOTAL,welknatural,welk008,0.21703491608066675
metabolics_combined_tibant_r_TOTAL,welknatural,welk009,0.31191090375201774
metabolics_combined_tibant_r_TOTAL,welknatural,welk010,0.22403349862103725
metabolics_combined_tibant_r_TOTAL,welknatural,welk013,0.22171298678895
metabolics_combined_tibpost_r_TOTAL,welkexo,welk002,0.25849528393622523
metabolics_combined_tibpost_r_TOTAL,welkexo,welk003,0.2630124179711958
metabolics_combined_tibpost_r_TOTAL,welkexo,welk005,0.07109181198044673
metabolics_combined_tibpost_r_TOTAL,welkexo,welk008,0.10871014988377341
metabolics_combined_tibpost_r_TOTAL,welkexo,welk009,0.23274449533410652
metabolics_combined_tibpost_r_TOTAL,welkexo,welk010,0.21689098909813354
metabolics_combined_tibpost_r_TOTAL,welkexo,welk013,0.11240505145671563
metabolics_combined_tibpost_r_TOTAL,welknatural,welk002,0.24793360375921952
metabolics_combined_tibpost_r_TOTAL,welknatural,welk003,0.25508537126848824
metabolics_combined_tibpost_r_TOTAL,welknatural,welk005,0.059546863210917345
metabolics_combined_tibpost_r_TOTAL,welknatural,welk008,0.11752312642335783
metabolics_combined_tibpost_r_TOTAL,welknatural,welk009,0.15583538179677342
metabolics_combined_tibpost_r_TOTAL,welknatural,welk010,0.19841404188701925
metabolics_combined_tibpost_r_TOTAL,welknatural,welk013,0.11990261356394818
metabolics_combined_vasint_r_TOTAL,welkexo,welk002,0.2667430293728885
metabolics_combined_vasint_r_TOTAL,welkexo,welk003,0.14607605043459101
metabolics_combined_vasint_r_TOTAL,welkexo,welk005,0.172368538085697
metabolics_combined_vasint_r_TOTAL,welkexo,welk008,0.13143214092509675
metabolics_combined_vasint_r_TOTAL,welkexo,welk009,0.13913681156557575
metabolics_combined_vasint_r_TOTAL,welkexo,welk010,0.28359329070621003
metabolics_combined_vasint_r_TOTAL,welkexo,welk013,0.17927278848742825
metabolics_combined_vasint_r_TOTAL,welknatural,welk002,0.27292279255894303
metabolics_combined_vasint_r_TOTAL,welknatural,welk003,0.16378847856446677
metabolics_combined_vasint_r_TOTAL,welknatural,welk005,0.1858540769811995
metabolics_combined_vasint_r_TOTAL,welknatural,welk008,0.2084045232694215
metabolics_combined_vasint_r_TOTAL,welknatural,welk009,0.230780762416596
metabolics_combined_vasint_r_TOTAL,welknatural,welk010,0.28798262801292873
metabolics_combined_vasint_r_TOTAL,welknatural,welk013,0.2159524710923015
metabolics_combined_vaslat_r_TOTAL,welkexo,welk002,1.8232336449781499
metabolics_combined_vaslat_r_TOTAL,welkexo,welk003,1.3248651292752949
metabolics_combined_vaslat_r_TOTAL,welkexo,welk005,1.0222191464349364
metabolics_combined_vaslat_r_TOTAL,welkexo,welk008,0.9786991811575525
metabolics_combined_vaslat_r_TOTAL,welkexo,welk009,1.127242753018295
metabolics_combined_vaslat_r_TOTAL,welkexo,welk010,1.30317072789084
metabolics_combined_vaslat_r_TOTAL,welkexo,welk013,1.3928194728009649
metabolics_combined_vaslat_r_TOTAL,welknatural,welk002,1.8398641562159626
metabolics_combined_vaslat_r_TOTAL,welknatural,welk003,1.5518911223204375
metabolics_combined_vaslat_r_TOTAL,welknatural,welk005,1.2227999380030325
metabolics_combined_vaslat_r_TOTAL,welknatural,welk008,1.8417514055132276
metabolics_combined_vaslat_r_TOTAL,welknatural,welk009,1.813487707373495
metabolics_combined_vaslat_r_TOTAL,welknatural,welk010,1.829444576029755
metabolics_combined_vaslat_r_TOTAL,welknatural,welk013,1.769661071259595
metabolics_combined_vasmed_r_TOTAL,welkexo,welk002,0.5651077075544675
metabolics_combined_vasmed_r_TOTAL,welkexo,welk003,0.2849706237352572
metabolics_combined_vasmed_r_TOTAL,welkexo,welk005,0.298935136369024
metabolics_combined_vasmed_r_TOTAL,welkexo,welk008,0.293384071854622
metabolics_combined_vasmed_r_TOTAL,welkexo,welk009,0.2880083490486067
metabolics_combined_vasmed_r_TOTAL,welkexo,welk010,0.559472668709232
metabolics_combined_vasmed_r_TOTAL,welkexo,welk013,0.2867272322268978
metabolics_combined_vasmed_r_TOTAL,welknatural,welk002,0.49500666256347475
metabolics_combined_vasmed_r_TOTAL,welknatural,welk003,0.35844866397938024
metabolics_combined_vasmed_r_TOTAL,welknatural,welk005,0.3026506433001735
metabolics_combined_vasmed_r_TOTAL,welknatural,welk008,0.47947238271548026
metabolics_combined_vasmed_r_TOTAL,welknatural,welk009,0.4667228338186665
metabolics_combined_vasmed_r_TOTAL,welknatural,welk010,0.6109594376136953
metabolics_combined_vasmed_r_TOTAL,welknatural,welk013,0.44478877497438124
