pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.597792319500941,0.995087566145878,1.24224856435785,0.0250424168449378,0.00207022885886842,0.0198285511975173,0.477172126792349,0.707989838621961,1.01315993278522,0.7741906121492,0.0135121774861502,0.126027841433843,0,0,0.59558427064892,0.481043053593277,0.203470990138978,1.47586684395748,0.0257587367090301,0.661530299612798,0,0,1.28051451859481,0.863819925972573,1.54625646237321,0.612980377109298,2.71559770296216,0.607603794172939,2.63736099276452,0.354808817037307,0,0,0.577247031874085,0.774208791396259,1.33748801013317,0.84426377156576,0.527738800391257,0,0
0.599319570862231,0.996510802300368,1.26158379562706,0.0251454528446814,0.00199387023552372,0.0198435234230721,0.465226241571202,0.706817948974405,0.936045089592576,0.89041647002443,0.0155406977226166,0.227536813856317,0,0,0.553655861297432,0.42390488164884,0.321930628450514,1.47950593972795,0.025822249092116,0.516958501749428,0,0,1.29660827593329,0.875198299112022,1.53365481830603,0.695911185688279,2.77067058768851,0.565204719390704,2.592533828086,0.34355853393188,0,0,0.437850435451103,0.895485156578216,1.83915110932538,0.952669173754232,0.539250679036336,0,0
0.605196193648092,1.00692794159041,1.2772366531321,0.0252356352282126,0.00190673692413734,0.0198379165475024,0.445316641069503,0.724916276520295,0.911959255487348,1.01471862328774,0.017710178352266,0.348549380733174,0,0,0.561330768367211,0.388183266866259,0.421834485706691,1.48250378869278,0.0258745718733959,0.405327793040298,0,0,1.29482828866521,0.890046623278801,1.50394758955668,0.784388135379605,2.80520811566002,0.555575084785038,2.52741550002858,0.31237837954533,0,0,0.369400350256285,0.991807350975888,2.24436266242698,1.13474378942321,0.564730047789546,0,0
0.613920228303312,1.02272539198901,1.2890895444373,0.0253154214429347,0.00182602889496868,0.0198140186967917,0.418552018871899,0.75922219641492,0.926635465759581,1.14313681459418,0.0199514998214319,0.48445553317968,0,0,0.617366392469095,0.372363109029416,0.498156041603553,1.48925480302172,0.0259924017593292,0.324016935164165,0,0,1.27717049908134,0.903995037079596,1.45592393525723,0.882430939286223,2.82178609418996,0.54757271294834,2.44356052659488,0.264048588371043,0,0,0.425414534167585,1.06781525361471,2.57107761619715,1.38204493549872,0.602429326347777,0,0
0.601776432905551,1.03992438088146,1.32378868860051,0.0254167213859112,0.00182325580349129,0.019844854427828,0.431056498148524,0.819890217298089,0.93028574190613,1.25679883262971,0.0219352782190647,0.668630288849168,0,0,0.663520568567771,0.345220994046171,0.630120703269038,1.48312199745187,0.0258853643336595,0.236460241904139,0,0,1.23027838629672,0.917532896953134,1.41571007656933,0.974369030175852,2.85713193486683,0.564886693137949,2.3901306012702,0.24354431801711,0,0,0.517013904468786,1.14192318177849,2.79862703054646,1.46869586781772,0.606463663298629,0,0
0.534589024346078,1.03412480614893,1.36135742354329,0.0255368255142578,0.00190303412712374,0.0198994305675859,0.44983761892398,0.851018723570734,0.920534081928013,1.34435243372311,0.0234633771779479,0.841665327313281,0,0,0.6406691614102,0.29555224760244,0.78349299486157,1.48191536555509,0.0258643030263694,0.282153223886694,0,0,1.18103328773939,0.905045180846226,1.39014281854853,1.05608042974267,2.86749141305265,0.645540091588796,2.31176655190522,0.2255813666917,0,0,0.607197914188385,1.21119805479786,2.99573527213962,1.5771870703344,0.595421560412473,0,0
0.460543495332737,1.02466171671244,1.396853778755,0.0256541614860795,0.00200317204135375,0.0199554990628293,0.506029332940442,0.874391730251633,0.894726392199492,1.40881055182089,0.0245883828922657,0.989041943011379,0,0,0.626204583358535,0.261657669595495,0.934642356602506,1.4824563168143,0.0258737418976296,0.3321947673782,0,0,1.15053002764736,0.886703170518449,1.37920047970401,1.13592434117844,2.85447480930984,0.773239943427635,2.22050661249737,0.20793796577889,0,0,0.702153750687883,1.27559446073402,3.18942897266744,1.7040110873572,0.579240883861057,0,0
0.680599262754059,1.08841706968592,1.3699758572501,0.0255669945601359,0.0016008907967392,0.0198088186782016,0.626721299234669,0.898196327860809,0.812879812248723,1.34387860199884,0.0234551070408186,0.779063207031516,0,0,0.495203537939506,0.271171348319191,0.873850730381612,1.36041272170282,0.0237436797947575,0.141054677856304,0,0,1.46891798182624,0.956750756254654,1.4235951282619,1.24751601781137,2.76433637489405,0.875209701936179,2.26338466076372,0.172291681865636,0,0,0.818287370806679,1.33870788974726,3.48528048915765,1.83646145132195,0.64200962579368,0,0
0.656647587319842,1.06526561323854,1.34886187108485,0.0255948021059026,0.00162638396150553,0.0197329310506064,0.530211419995519,0.885246360940072,0.749598059331647,1.32382533754729,0.0231051120765604,0.842223318395242,0,0,0.5220349742318,0.315012614754214,0.887868375119689,1.36904175099852,0.0238942852251161,0.335095267910298,0,0,1.47204322862255,0.926979837438201,1.34880478547938,1.39107805922361,2.66315613715987,0.892064282279135,2.23921115823402,0.153262222875722,0,0,0.903208457320981,1.44597001334827,3.63416997325325,2.12295762335182,0.645425201847998,0,0
0.516857962992735,1.01373357221965,1.35280035195638,0.0257014889181803,0.00192167582274247,0.0197203329219132,0.286465274855625,0.891511904740404,0.706842659681782,1.33297009255708,0.0232647184733019,1.13978175186165,0,0,0.750155111127831,0.430081687269766,0.988808120035345,1.45685326136481,0.0254268852476678,0.573228375799443,0,0,1.27752175691719,0.860229349441824,1.20659864204652,1.53966850943978,2.58472775631221,0.879363223841508,2.16391973653808,0.148590495673749,0,0,0.967694290253559,1.55900332624103,3.72883578862258,2.44519338738799,0.622914897849524,0,0
