HOBL_tension,calcn_r_Right_GRF_Fx,calcn_r_Right_GRF_Fy,calcn_r_Right_GRF_Fz,calcn_r_Right_GRF_px,calcn_r_Right_GRF_py,calcn_r_Right_GRF_pz,calcn_r_Right_GRF_Tx,calcn_r_Right_GRF_Ty,calcn_r_Right_GRF_Tz,calcn_l_Left_GRF_Fx,calcn_l_Left_GRF_Fy,calcn_l_Left_GRF_Fz,calcn_l_Left_GRF_px,calcn_l_Left_GRF_py,calcn_l_Left_GRF_pz,calcn_l_Left_GRF_Tx,calcn_l_Left_GRF_Ty,calcn_l_Left_GRF_Tz
7.03284030357404,0.00275836121820071,0.00259505416130213,0.00181589300270451,0.0190094662194205,0.0300864256685376,0.0278730090352123,0,0.186271642000722,0,0,0,0,0.0260616394631821,0.0101248126237901,0.0126812156593325,0,0,0
7.35000129312424,0.0094459499210998,0.0254992146742551,0.0108336369107935,0.0272443508685324,0.0310439072475408,0.0310727532612158,0,1.47822030750805,0,0,0,0,0.0260280289077947,0.0100216376324954,0.0126738283031835,0,0,0
7.66601862764471,0.0162056446699179,0.0628521222111531,0.0196928383917693,0.037149535998796,0.0320314300841383,0.033874381142554,0,2.0630431478631,0,0,0,0,0.0259312962487698,0.00999888917890313,0.0123202649390965,0,0,0
7.98661341250207,0.0238475106562401,0.111720323286075,0.029529157294133,0.0457277557163477,0.0326505071782356,0.0373192330942245,0,2.15382583542679,0,0,0,0,0.0257640965781502,0.010007185947124,0.0116405857178392,0,0,0
8.3038437253021,0.0332942286829942,0.158063277802072,0.0403922858563132,0.0402608396767271,0.0308746361681984,0.0326158556144435,0,2.16413438919478,0,0,0,0,0.0257180484515196,0.0101273283805775,0.0111287778994844,0,0,0
8.57472601806437,0.0418108841207579,0.178390234796274,0.0500612782320442,0.038003010161675,0.0295197052377687,0.0287329935618368,0,2.14564182871783,0,0,0,0,0.0256016421327955,0.0102729702518792,0.0106539522116277,0,0,0
8.85078516464372,0.0484620925457943,0.17796354878258,0.054563718067426,0.0375922907729781,0.0287027765124256,0.0262656004814833,0,2.42919836230896,0,0,0,0,0.0255431991386982,0.0104518367846412,0.0100603999241906,0,0,0
9.09834190208701,0.0536870607835346,0.170684798159621,0.0532886850845517,0.0376623204516654,0.028028028243473,0.0243348692897711,0,2.95107758837871,0,0,0,0,0.0255307653462272,0.0106668467972656,0.00950318417023187,0,0,0
9.2716304989164,0.0576396559698598,0.1702498820512,0.0489480515869912,0.0371859807517073,0.0273603782093362,0.0228282075288327,0,3.53114016197215,0,0,0,0,0.0253385297875623,0.0109509052949164,0.00906980914300324,0,0,0
9.44057738033693,0.0557618020888855,0.18058279345392,0.0462732303232957,0.0359111518719596,0.026666494455389,0.0215530297254402,0,3.98640385633852,0,0,0,0,0.0251926830253453,0.0111264521711621,0.00882699658344142,0,0,0
9.55999170019888,0.0501348570177336,0.207488753710865,0.0465451051289194,0.0340111780148456,0.0260094180721316,0.0205309347498289,0,4.31055318131706,0,0,0,0,0.0249675300233468,0.0112005387882756,0.00861807099366811,0,0,0
9.62942188007069,0.0419651473065636,0.247029750117953,0.0514891792487543,0.031718343352276,0.0254183295939555,0.0196522379618581,0,3.92859116565838,0,0,0,0,0.0246116030485792,0.0112179554459613,0.00830445011775172,0,0,0
9.65951776102724,0.035500931798541,0.286782422053884,0.0603015431795338,0.0298452099232091,0.0248995542553171,0.0190432338620794,0,3.62196556132682,0,0,0,0,0.0243565427109476,0.0112639354602631,0.00829701685148942,0,0,0
9.59670783016906,0.033545984718842,0.319312765752553,0.0689719258773926,0.028324610271308,0.0245217292636366,0.018692650817877,0,3.2824053766153,0,0,0,0,0.0241689080497034,0.0113547872752408,0.00846622147045299,0,0,0
9.35397834857437,0.0383347403604628,0.339447952686157,0.0756122948561275,0.0269624334865178,0.024277312606385,0.0185314055832848,0,2.96057840664418,0,0,0,0,0.0241033600137941,0.0114841330293823,0.00835051475563338,0,0,0
8.12374139839801,0.0453633287274453,0.339771292170528,0.0806699867614431,0.0262452972356862,0.0241124860584594,0.0185077661072978,0,2.81116405010792,0,0,0,0,0.02407680199705,0.0115743343742604,0.00804308163010108,0,0,0
6.47943961202117,0.0515358211259044,0.32202180013596,0.0829106401978486,0.0258719418135451,0.0240153705348063,0.0185869755044957,0,2.91820547418115,0,0,0,0,0.0240684466749475,0.0116356663469914,0.00782403080055955,0,0,0
4.69681649953117,0.0562575525727292,0.29194850235471,0.0829699172533438,0.0258283248141937,0.0239663812946764,0.0187252077457069,0,3.14218464623646,0,0,0,0,0.0228523613799952,0.0115539014606603,0.00732546364899832,0,0,0
2.8135218129432,0.0603465212282666,0.249795324089415,0.0823844210783011,0.0259255934967574,0.023956973634865,0.0189265789849771,0,3.32351669622409,0,0,0,0,0.0263278448240972,0.0222600660715603,0.0107075948124175,0,0,0
1.1643518828975,0.063327315979837,0.199473411287403,0.0816684628592629,0.0261462087522266,0.0239868235145204,0.0191400428479525,0,3.52827026809554,0,0,0,0,0.0429435833988209,0.0384132555960928,0.0179121915459597,0,0,0
0.106438046145231,0.0662378472218232,0.152681755786229,0.0806523776163496,0.0264394497698709,0.0240419061275099,0.0193151704364459,0,3.76070108795031,0,0,0,0,0.0584327815610797,0.0475204888315659,0.0233983905837017,0,0,0
0.00649991835094315,0.0691933707626223,0.115297708915391,0.0796989634604141,0.0268411375506287,0.024089294661748,0.0194443591597067,0,3.96800870405971,0,0,0,0,0.0595685922064015,0.0400909376022655,0.0244272174285328,0,0,0
