pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,lumbar_extension_moment,lumbar_bending_moment,lumbar_rotation_moment,knee_angle_r_moment,knee_angle_r_beta_force,knee_angle_l_moment,knee_angle_l_beta_force,ankle_angle_r_moment,ankle_angle_l_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,mtp_angle_r_moment,mtp_angle_l_moment
0.16760165965955,0.182888555494609,0.0545119492616942,0.238911010837496,0.719003034856797,0.199169387936441,0.112750479979434,0.121448139570256,0.0141807391356354,0.106251725509533,0.179531963612921,0.0340243867968163,0.0723046752388631,0.0957910556679218,0.0296191695387052,0.0543212499268275,3.92062778247417e-05,0.0420010021452868,7.90820057909105e-05,0.00787955201069823,0.0063660403224163,0.00907001606854959,0.00791490806952532,0.000258957925724054,0.0002122105038941
0.0728760315376525,0.075935435071392,0.0300988643247316,0.113889254726204,0.457329064105746,0.0908481971000207,0.0724459397712589,0.112411781408144,0.037842578635388,0.0959463363404629,0.151507736002301,0.0271120656686049,0.0754325305617813,0.07864565154315,0.0311053414993223,0.0461502437812806,4.02490920418963e-05,0.0407457905557132,5.75884522750072e-05,0.0450178698795197,0.00570469245945209,0.0248725243726466,0.0062067269483562,0.000269855943785704,0.000214888365458852
0.0279070669440331,0.042455998411203,0.0130595194414849,0.0300166716588037,0.229123582132499,0.0290846493429004,0.123891769541429,0.155269282321478,0.0635863986528049,0.0913549615811582,0.133003289553954,0.0226367596743097,0.0809755350296976,0.0625048403635733,0.0331749247729387,0.085310775753087,4.44352083472881e-05,0.0400818007714992,4.10239497311509e-05,0.0927734814693619,0.00513300935157212,0.0457349214995262,0.0045696628295439,0.000282794592561636,0.000226570422285913
0.0369198427169322,0.0292221284402949,0.00630876384489785,0.0330455991033719,0.123453580716832,0.0308801040480134,0.0996609865061959,0.161494388022087,0.0578990958311915,0.105263169810383,0.132589290364187,0.0190110364214971,0.0890991592632027,0.0542834722686669,0.0397455290864123,0.118982559892172,7.01145194650177e-05,0.0450601510196948,4.45294506931373e-05,0.131477154636999,0.00448637183391407,0.0504939128563873,0.00359117513811897,0.000339219480233873,0.000286107255097762
0.029455547490161,0.0262900803205286,0.00589308162272334,0.0316712634565103,0.197375858254622,0.0345203525307348,0.0879229203578523,0.185024575618724,0.0566982990382789,0.138739433883409,0.134720623252257,0.0196398409916161,0.111359990590246,0.053310636739371,0.052545227792772,0.168856846757626,9.40253873016204e-05,0.0541489528446479,7.55069769844021e-05,0.174504935590731,0.00463311039816199,0.0477911908680113,0.00304864079050651,0.000427231650336223,0.000368203779975509
0.0325926913490928,0.0499706682935748,0.00672791612399692,0.0550105102528608,0.186197906232348,0.062725771552615,0.101100439094397,0.224288072168433,0.058723283516139,0.160750039707146,0.134679222806586,0.0254068442226446,0.134142394876004,0.0577845946974707,0.0655285797385905,0.195656681535166,8.06836758379213e-05,0.0619017100893824,8.31795546496475e-05,0.19943869216593,0.00541122113025373,0.0570066727082393,0.0028290469998289,0.000471795336410277,0.000458538954298351
0.0089927765711283,0.0289701296549019,0.0079599604683888,0.0120025993783976,0.0673491860698641,0.0386335008299963,0.135319564599366,0.24818542197432,0.0625128270083832,0.198863239130853,0.14878092309393,0.0394427376277314,0.142894999040397,0.0708873814885719,0.077437735228018,0.22449881364143,8.91783484680817e-05,0.0707335241438717,0.000119275361562018,0.248254741992452,0.00635908636859406,0.0667257610338976,0.00342976176652471,0.000480804721707568,0.000556850151003754
0.0284571860327331,0.00941675118287434,0.00780198406060172,0.0453881443640258,0.103622505334945,0.024932455281075,0.165944931597055,0.258825770643115,0.057661548476285,0.216106631178052,0.165133201637468,0.0519344403400678,0.154426549205124,0.0944523288917229,0.0894014481931408,0.252876930282625,8.37496649523164e-05,0.0723229682934741,0.000140891378054595,0.275617002406452,0.00723916452336608,0.0844088869877361,0.00438140056873061,0.000511430530213715,0.000624105063345463
0.0274469869466913,0.0243552908582693,0.0103172988451636,0.0585786492433375,0.125694006335323,0.0512423552913329,0.171517816967604,0.265277939894475,0.0590663819883045,0.224645589283379,0.178593093664183,0.0640678705776838,0.163663099004752,0.11853673981315,0.102020340739065,0.294745519144888,6.53556024381088e-05,0.0708980912949018,0.000154627609363608,0.297540383460536,0.007946492646717,0.104484009941893,0.00539219718706478,0.000544305883699495,0.000679393730263375
0.00876307102735681,0.0332113809986966,0.0104634593941238,0.0295552795144139,0.108787898329857,0.0477559449932276,0.154732479422941,0.279979239734204,0.0695045843866104,0.211802843009755,0.189648926760074,0.0753143540419157,0.170747189308755,0.135568396814677,0.110061378842567,0.33901275397647,5.47904087843337e-05,0.0658840647949485,0.000152665891480552,0.313150282457108,0.00813477304838073,0.119346449951689,0.00619037518878983,0.000505765575449367,0.000696330664982417
