pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,lumbar_extension_moment,lumbar_bending_moment,lumbar_rotation_moment,knee_angle_r_moment,knee_angle_r_beta_force,knee_angle_l_moment,knee_angle_l_beta_force,ankle_angle_r_moment,ankle_angle_l_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,mtp_angle_r_moment,mtp_angle_l_moment
0.0490141761700922,0.203711741360307,-0.0230564317456257,-0.0286496879361986,1.93379481095436,-0.222636216826102,-0.651693361684724,0.153108600411361,0.0119802980914421,0.829586634975861,-0.111625122313213,-0.0125196068703266,-0.00603109864739821,0.0075466252128697,0.141351532511293,0.282135119955819,-4.80045795278123e-05,-0.232937850618373,-0.000423344409864934,0.0111708791284712,0.0472473828990495,0.00151495302116202,-0.0138923362595659,-0.000921178070868871,-0.00198205664970396
0.0288414096214656,0.090385749613433,-0.0119357592357124,-0.00997176561403444,1.03709848823576,-0.0963830854127505,-0.777666917246638,-0.0051174242215299,0.0579802518307003,0.838009683514399,-0.0689655644742386,-0.0262525348381738,0.0237513815700668,-0.0102874781677651,0.139516956661658,0.231520942402561,-8.68252305405471e-05,-0.223914793489695,-0.000473035885850304,0.0567133591145422,0.0470595317873733,-0.019908630610598,-0.0122772940099063,-0.00104308247713831,-0.00200116225871893
0.00780633010203981,-0.0247283963185523,-0.00101779389331649,0.00861230192746459,0.149157797464522,0.0306955726050748,-0.904708386560018,-0.165155926633707,0.104207432765752,0.846983740939667,-0.0261115446380259,-0.0400398432400131,0.0539023454658293,-0.028657407842475,0.137805086105798,0.180699313979675,-0.000127055299870962,-0.215050376485624,-0.000523383792875968,0.101746162463448,0.0469085252624522,-0.0415708744109609,-0.0106617974444804,-0.00116818566146697,-0.00202195308971161
-0.017666276232024,-0.0398188796609963,-0.00224546913909784,-0.00689073956373713,-0.0672860492614697,0.0350049779338873,-1.07180636198852,-0.305927542904113,0.13142360654705,0.900965264976269,-0.00228681278538397,-0.0556699394533813,0.127992187821082,-0.0674893090067048,0.137092565321658,0.0666015521811606,-0.000254051017995207,-0.220347778409816,-0.000637370678047308,0.137743816394212,0.0497204740209971,-0.0620799603016213,-0.00974498986951286,-0.0014683602068949,-0.00217730113000046
-0.0243591588688651,-0.00725268678149402,-0.00397358135995454,-0.0190838927756382,-0.070292712949007,-0.00444539100509433,-1.21117063782951,-0.429435661637426,0.153971972692643,0.957628512231627,0.0121642880672919,-0.0697226460623847,0.213665697967256,-0.111073836286225,0.135265032127186,-0.0864337909027818,-0.000399313288056859,-0.227656445681023,-0.000764115557518975,0.160481548285826,0.0531348984722838,-0.0800896558271419,-0.00915238222977113,-0.00179624493933396,-0.00235625066123055
-0.0335737158849577,0.0208896091047188,-0.000245602119946116,-0.0320146751555657,-0.205086677637677,-0.0148550810043882,-1.2507934668717,-0.557862176809269,0.172381334905846,0.953212902370787,0.0364762913810658,-0.0846955058058541,0.270862436722775,-0.147297829658348,0.130023164323079,-0.311144456149615,-0.000481144644851849,-0.223024161840445,-0.000841481955058845,0.131742782794191,0.0544333600795021,-0.0898571315914382,-0.00806961566504589,-0.00197561974331288,-0.00245371330411315
-0.0310063869424785,0.0204582366109133,0.00600131834902112,-0.0172383052675638,-0.293995613652019,0.0100651732677578,-1.22542021853421,-0.698527618220645,0.18754047630061,0.918857408961973,0.0658766535520355,-0.101777121422558,0.311908662293669,-0.180840586578887,0.125187503228563,-0.558909926755809,-0.000518988314690603,-0.212575199660987,-0.000885756033011273,0.0695989368501273,0.0543091888556581,-0.0915505736944107,-0.0064726731855606,-0.00203797000373792,-0.00249724258783956
-0.0118497345469303,0.00995643761300519,0.00649808218985775,0.00105562741049281,-0.138256925299069,0.0091058350678221,-1.10500384108646,-0.812436095234211,0.209664877608768,0.835713799916536,0.0712308772559204,-0.10670052688723,0.349894580115962,-0.220191207931406,0.12125223277766,-0.812395854142948,-0.000481859876618237,-0.190420220508153,-0.00088226251254459,-0.045429233108535,0.0520921551885602,-0.0769975660126575,-0.00528153564615624,-0.00200245928979626,-0.00244000935182124
0.00674751404238763,0.00191172739240258,0.00300176680706906,0.00647133941554946,0.0810790226742456,-0.00845872993027776,-0.958825638195836,-0.917636802935049,0.237946397080743,0.737146981511777,0.0627697738012761,-0.10372330951331,0.386861353655988,-0.260111093321861,0.11825720026957,-1.06850325453309,-0.000423096316047495,-0.164886722922641,-0.000861867726662114,-0.173474067997271,0.0492010967676811,-0.0587908335948267,-0.00454633372186143,-0.00193256808911694,-0.00234497400751668
0.0149116149682708,-0.0109212534604484,0.00408024198135299,0.0197422586154802,0.133319635548796,-0.00102012363592473,-0.795357735671453,-1.0467354346202,0.282984264378159,0.615208752006351,0.0448891822626082,-0.0920498909297233,0.415076125985237,-0.289448806989245,0.117992813254765,-1.34066097436473,-0.000347348223261036,-0.135895750593229,-0.000806413013915535,-0.302754629692306,0.0451714339027333,-0.0400377373053258,-0.00414757927472405,-0.00176896096732195,-0.0021887464025894
0.020336655441817,-0.0336112146174622,0.00926935002561735,0.0425440767895646,0.0904024361588815,0.029223706686883,-0.622784478306148,-1.1935994581996,0.339305612535388,0.483769475498284,0.0243785649982652,-0.0764798894919888,0.437646608567117,-0.313605584427223,0.116430877636125,-1.61827010869959,-0.000265726758644318,-0.106409655159892,-0.000733986064346608,-0.435257693947239,0.0406429271102085,-0.0191677604203043,-0.00383622652541205,-0.00156663980625637,-0.00200684101786205
0.0188325714155214,-0.0267279476305464,0.0126896349246709,0.0383690152646811,0.0269792701824481,0.0254560578449218,-0.470565716513741,-1.33164074498287,0.38361488657864,0.367739466593742,-0.0064158532216614,-0.0565817632047189,0.456739986871322,-0.337730127049814,0.11958762993529,-1.87954755014204,-0.000224447165452395,-0.0831734700752918,-0.000660253009338601,-0.573664867093965,0.0365558586245966,0.000115312287547674,-0.00393753440943296,-0.00137027576950832,-0.00183386305312394
0.00401652129411633,-0.00163404509310386,0.0121804512150113,0.000811248087195531,-0.0309061647520906,-0.00210098792401694,-0.356720405660194,-1.46087202505385,0.421750109407005,0.273383882630539,-0.0396035781968878,-0.0362072226081616,0.477807090951205,-0.361905355587342,0.119270829978219,-2.12398063743847,-0.000218630309486711,-0.0661082256361618,-0.000587970276993701,-0.712539969561023,0.0331312425887388,0.01702771384708,-0.0042055869300349,-0.00117891985851054,-0.00168583578384093
-0.00444788288077218,0.00617500747198068,0.0141544857636605,-0.00810219050394378,-0.0649762889894774,-0.0137626377715264,-0.25323633231719,-1.57687244867768,0.455427474474564,0.191023615595758,-0.0657121346586791,-0.0185819219030449,0.499572342873586,-0.39171204975575,0.114766174183822,-2.32933595826221,-0.000242659376304609,-0.0489728493425011,-0.000512430650526623,-0.856333395469788,0.0298069136028261,0.0333070019883059,-0.00431678304820618,-0.000993350854445622,-0.00154648216750663
-0.00261730559172513,-0.00383992763385304,0.0189996830838521,0.0118991927105939,-0.0674971075026729,-0.00704028077509532,-0.168290842982855,-1.66740827342465,0.480164639572569,0.129578280663749,-0.0792970890776881,-0.00661321983448767,0.525747072782529,-0.427230176709811,0.107701008459771,-2.48496245076018,-0.000300980291753339,-0.0327271911518886,-0.000438454040828581,-1.00431561298776,0.026879443081393,0.0490925970818369,-0.00417802412096689,-0.000815573100250443,-0.00143268057073241
